OCCUPANT  ID,BUSINESS NAME,ADDRESS NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,FULL ADDRESS,APARTMENT/SUITE,CITY,STATE,ZIP CODE,INSPECTION DATE,INSPECTION TYPE CODE,INSPECTION TYPE DESCRIPTION,INSPECTION VIOLATION CODE,INSPECTION VIOLATION DESCRIPTION,GEOLOCATION
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/7/2012,REG,Annual Inspection,7.10.1.1,Where Required.,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/7/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20748,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,4,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.2.1.5.9*,Latch Or Other Fastening Device,POINT (-91.187618 30.446377)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.2.1.5.9*,Latch Or Other Fastening Device,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.2.1.5.9*,Latch Or Other Fastening Device,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.2.1.5.9*,Latch Or Other Fastening Device,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,1/26/2010,COMPL,Complaint,7.2.1.5.9*,Latch Or Other Fastening Device,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.2.1.6.2*,Access-Controlled Egress Doors.,POINT (-91.187618 30.446377)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.2.1.6.2*,Access-Controlled Egress Doors.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.2.1.6.2*,Access-Controlled Egress Doors.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.2.1.6.2*,Access-Controlled Egress Doors.,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,1/26/2010,COMPL,Complaint,7.2.1.6.2*,Access-Controlled Egress Doors.,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,5/15/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/2/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,11/15/2017,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20752,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,8,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20744,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B1,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20753,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,9,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20745,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,B2,Baton Rouge,LA,70802,2/8/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,2/7/2012,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187618 30.446377000000002)
20751,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,7,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187618 30.446377)
7035,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,1,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187618 30.446377)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187618 30.446377)
20750,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,6,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187618 30.446377)
20754,Governmental Bldg,222,,ST LOUIS,ST,222 ST LOUIS ST,10,Baton Rouge,LA,70802,7/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187618 30.446377)
